Plant ID,Length (px),Centroid,Image Name
1,38.786147528287096,"(74.21212121212122, 1847.0)",test_image_1.png
2,11.8247564756135,"(72.2, 2405.5)",test_image_1.png
3,27.714484734232464,"(73.125, 1033.5)",test_image_1.png
4,53.299759439742445,"(93.0, 3207.511111111111)",test_image_1.png
5,13.84933190843442,"(82.5, 3192.0)",test_image_1.png
6,9.311932256982406,"(79.375, 985.5)",test_image_1.png
7,5.23606797749979,"(80.0, 3303.5)",test_image_1.png
8,5.77331086475517,"(82.8, 973.0)",test_image_1.png
9,27.27070235869968,"(92.63636363636364, 942.5)",test_image_1.png
10,5.77331086475517,"(88.8, 3330.0)",test_image_1.png
11,5.23606797749979,"(99.0, 925.5)",test_image_1.png
12,8.326152326612618,"(102.0, 3190.8571428571427)",test_image_1.png
13,5.77331086475517,"(116.8, 893.0)",test_image_1.png
14,11.720850816141239,"(122.66666666666667, 884.0)",test_image_1.png
15,41.08119754425466,"(137.86666666666667, 861.7333333333333)",test_image_1.png
16,11.884343825882448,"(140.0, 3195.3333333333335)",test_image_1.png
17,21.901568815570847,"(169.21052631578948, 3189.315789473684)",test_image_1.png
18,18.34877240974081,"(301.92857142857144, 2797.5)",test_image_1.png
19,10.953014682392938,"(385.4, 3497.4)",test_image_1.png
20,23.580563378426696,"(460.85714285714283, 3497.5238095238096)",test_image_1.png
21,8.047643670701847,"(513.0, 3499.285714285714)",test_image_1.png
22,7.03351653710044,"(557.5, 3500.6666666666665)",test_image_1.png
23,13.80124139943919,"(570.2222222222222, 3235.0)",test_image_1.png
24,4.680205767201096,"(581.75, 3223.5)",test_image_1.png
25,10.400466710539499,"(588.0, 3182.1111111111113)",test_image_1.png
26,1474.6788575297535,"(1141.468474576271, 2688.3816949152542)",test_image_1.png
27,5.77331086475517,"(599.8, 3500.0)",test_image_1.png
28,23.078987452562405,"(635.5, 3500.3)",test_image_1.png
29,1095.2352639519568,"(1113.8436278342456, 3224.9061767005473)",test_image_1.png
30,5.495947704432125,"(653.75, 2587.5)",test_image_1.png
31,3.677088528342677,"(662.3333333333334, 749.0)",test_image_1.png
32,333.2134636815695,"(791.0666666666667, 1038.8703703703704)",test_image_1.png
33,3.677088528342677,"(665.3333333333334, 1181.0)",test_image_1.png
34,929.9078377912815,"(1065.3533519553073, 1092.3175046554934)",test_image_1.png
35,245.3823804576112,"(765.2948717948718, 2169.698717948718)",test_image_1.png
36,1474.4623828380543,"(1208.178590355061, 1573.4297827239004)",test_image_1.png
37,26.533829439826647,"(714.0, 3500.1304347826085)",test_image_1.png
38,6.34001103350453,"(717.0, 2093.2)",test_image_1.png
39,72.7370445062804,"(757.0, 749.1269841269841)",test_image_1.png
40,5.23606797749979,"(740.5, 3500.0)",test_image_1.png
41,95.13401952081574,"(804.2467532467532, 2079.285714285714)",test_image_1.png
42,11.335332779705842,"(786.1111111111111, 1466.0)",test_image_1.png
43,11.558127111164707,"(790.5, 3501.0)",test_image_1.png
44,7.296765139714886,"(791.8333333333334, 1450.5)",test_image_1.png
45,4.618802153517006,"(797.0, 1383.0)",test_image_1.png
46,21.909206242235655,"(834.0, 3500.9473684210525)",test_image_1.png
47,15.017889127383294,"(833.0, 1843.6153846153845)",test_image_1.png
48,1356.024019912982,"(1410.0166204986149, 2111.4853185595566)",test_image_1.png
49,65.343949126791,"(865.0188679245283, 1540.0188679245282)",test_image_1.png
50,11.736472140378133,"(854.5, 1843.2)",test_image_1.png
51,13.84933190843442,"(870.5, 3502.0)",test_image_1.png
52,92.24629694190166,"(911.0, 1854.3835616438357)",test_image_1.png
53,23.07898738559485,"(914.5, 1593.3)",test_image_1.png
54,69.66682325025384,"(937.4615384615385, 1536.4)",test_image_1.png
55,197.58940500603796,"(999.2514619883041, 1961.906432748538)",test_image_1.png
56,25.384302513974045,"(932.5, 1407.0)",test_image_1.png
57,10.654919592783836,"(935.0, 1590.7777777777778)",test_image_1.png
58,21.242564188045808,"(953.0666666666667, 2800.6666666666665)",test_image_1.png
59,5.77331086475517,"(948.8, 1806.0)",test_image_1.png
60,6.623160316948245,"(968.0, 3502.0)",test_image_1.png
61,9.551170035703311,"(972.625, 1584.625)",test_image_1.png
62,19.88512468256362,"(984.0, 1538.4705882352941)",test_image_1.png
63,13.81673621463533,"(985.6666666666666, 3501.6666666666665)",test_image_1.png
64,32.49061315870879,"(1006.4642857142857, 1630.0)",test_image_1.png
65,13.84933190843442,"(1003.5, 1407.0)",test_image_1.png
66,18.457095507560727,"(1017.5, 3502.0)",test_image_1.png
67,5.687161940617039,"(1023.0, 2254.8)",test_image_1.png
68,7.112980317297545,"(1024.5, 1406.0)",test_image_1.png
69,6.623160316948245,"(1038.0, 1627.0)",test_image_1.png
70,5.23606797749979,"(1039.5, 1405.0)",test_image_1.png
71,3.677088528342677,"(1048.6666666666667, 3502.0)",test_image_1.png
72,6.623160316948245,"(1054.0, 1627.0)",test_image_1.png
73,3.677088528342677,"(1054.3333333333333, 1404.0)",test_image_1.png
74,24.229387596747852,"(1072.0, 3502.0)",test_image_1.png
75,18.555157333185402,"(1072.5, 1629.0)",test_image_1.png
76,4.82842712474619,"(1065.5, 1886.5)",test_image_1.png
77,4.618802153517006,"(1066.0, 2071.0)",test_image_1.png
78,17.508959248125112,"(1072.0666666666666, 1401.4666666666667)",test_image_1.png
79,36.26469289525623,"(1090.4146341463415, 2073.0975609756097)",test_image_1.png
80,14.582144712956966,"(1098.5, 1637.1666666666667)",test_image_1.png
81,23.376388748294197,"(1107.1176470588234, 1712.0)",test_image_1.png
82,52.218338846743364,"(1121.5, 1957.175)",test_image_1.png
83,5.77331086475517,"(1104.8, 1396.0)",test_image_1.png
84,16.107838421499377,"(1109.4166666666667, 2103.5)",test_image_1.png
85,70.23612484383368,"(1130.6734693877552, 2430.0)",test_image_1.png
86,10.401295161235195,"(1121.0, 1644.2222222222222)",test_image_1.png
87,6.361505880373266,"(1124.4, 2079.0)",test_image_1.png
88,10.956189250752155,"(1135.0, 1648.888888888889)",test_image_1.png
89,61.80207320652318,"(1148.0444444444445, 2043.0)",test_image_1.png
90,21.46727444104022,"(1144.5, 1723.7222222222222)",test_image_1.png
91,103.91768706456519,"(1182.5, 761.5)",test_image_1.png
92,28.23858240395799,"(1162.0, 1658.0869565217392)",test_image_1.png
93,50.47371659352303,"(1170.025641025641, 2193.897435897436)",test_image_1.png
94,17.30795002282456,"(1161.0, 1970.5384615384614)",test_image_1.png
95,25.771305000610287,"(1163.5555555555557, 2353.1666666666665)",test_image_1.png
96,9.412813247617912,"(1165.625, 2434.0)",test_image_1.png
97,10.91298065657484,"(1168.0, 2179.5)",test_image_1.png
98,10.624586369375441,"(1181.125, 1907.5)",test_image_1.png
99,5.77331086475517,"(1184.8, 1666.0)",test_image_1.png
100,26.20804415422847,"(1205.3333333333333, 2088.5)",test_image_1.png
101,5.912809357935427,"(1200.6, 2065.0)",test_image_1.png
102,17.773912485010122,"(1210.0833333333333, 1796.5)",test_image_1.png
103,32.433422226071926,"(1220.5, 1931.642857142857)",test_image_1.png
104,35.519080291142636,"(1239.4444444444443, 2173.222222222222)",test_image_1.png
105,40.143032058515175,"(1251.030303030303, 1851.1818181818182)",test_image_1.png
106,15.499528293864092,"(1247.3, 2045.5)",test_image_1.png
107,11.300410819388262,"(1249.111111111111, 1804.3333333333333)",test_image_1.png
108,16.251308726879234,"(1259.0, 1783.1666666666667)",test_image_1.png
109,19.67177289453207,"(1264.8666666666666, 2058.0)",test_image_1.png
110,6.623160316948245,"(1265.0, 2168.0)",test_image_1.png
111,24.121188255935788,"(1271.4375, 2011.125)",test_image_1.png
112,4.618802153517006,"(1276.0, 1843.0)",test_image_1.png
113,51.383061376029985,"(1299.0, 1749.8461538461538)",test_image_1.png
114,17.381424216923545,"(1303.9333333333334, 1838.4666666666667)",test_image_1.png
115,94.46033714861906,"(1338.987341772152, 2072.0379746835442)",test_image_1.png
116,18.534587135888568,"(1315.5, 1903.1875)",test_image_1.png
117,4.82842712474619,"(1320.5, 1916.5)",test_image_1.png
118,13.150816423748399,"(1338.0, 1902.090909090909)",test_image_1.png
119,6.140084590643223,"(1340.8, 1758.0)",test_image_1.png
120,5.656854249492381,"(1359.0, 1901.4)",test_image_1.png
121,193.1107331054118,"(1465.8115183246073, 974.8115183246073)",test_image_1.png
122,60.641990166572086,"(1405.4807692307693, 1901.3076923076924)",test_image_1.png
123,21.180556701900976,"(1398.5, 2051.214285714286)",test_image_1.png
124,13.84933190843442,"(1401.5, 1364.0)",test_image_1.png
125,17.17058082390528,"(1402.076923076923, 1856.7692307692307)",test_image_1.png
126,4.82842712474619,"(1403.5, 2092.5)",test_image_1.png
127,7.112980317297545,"(1408.5, 1015.0)",test_image_1.png
128,62.34324576846619,"(1444.5, 1253.537037037037)",test_image_1.png
129,128.68269413307382,"(1472.2752293577983, 3324.623853211009)",test_image_1.png
130,4.82842712474619,"(1426.5, 2650.5)",test_image_1.png
131,4.82842712474619,"(1434.5, 2650.5)",test_image_1.png
132,5.77331086475517,"(1437.8, 1988.0)",test_image_1.png
133,40.410334265257,"(1463.0, 1991.4571428571428)",test_image_1.png
134,9.697702361440594,"(1472.5, 3305.0)",test_image_1.png
135,50.47205424513686,"(1502.0, 1241.341463414634)",test_image_1.png
136,5.23606797749979,"(1491.0, 2648.5)",test_image_1.png
137,28.93691360736256,"(1498.157894736842, 1955.7368421052631)",test_image_1.png
138,4.680205767201096,"(1500.75, 2869.5)",test_image_1.png
139,69.32746739403824,"(1525.1, 932.42)",test_image_1.png
140,7.371162097949488,"(1511.3333333333333, 2858.5)",test_image_1.png
141,23.72201950092892,"(1519.1875, 2213.5)",test_image_1.png
142,13.825055966027588,"(1542.5, 3345.5)",test_image_1.png
143,51.450499712158425,"(1567.5, 2382.5454545454545)",test_image_1.png
144,107.26392655072364,"(1598.5, 916.2717391304348)",test_image_1.png
145,27.15402230037094,"(1561.9, 3487.55)",test_image_1.png
146,6.0554603790185855,"(1556.2, 913.4)",test_image_1.png
147,6.623160316948245,"(1561.0, 1934.0)",test_image_1.png
148,6.107530892134367,"(1563.0, 1997.0)",test_image_1.png
149,9.29404326441588,"(1581.5, 1931.0)",test_image_1.png
150,4.680205767201096,"(1580.75, 2009.5)",test_image_1.png
151,12.584331070283838,"(1594.7777777777778, 2355.4444444444443)",test_image_1.png
152,17.99107094759568,"(1593.9333333333334, 1886.7333333333333)",test_image_1.png
153,5.23606797749979,"(1593.0, 1935.5)",test_image_1.png
154,57.20442515383425,"(1625.0204081632653, 1865.734693877551)",test_image_1.png
155,42.936271092611236,"(1621.0, 2006.741935483871)",test_image_1.png
156,3.677088528342677,"(1608.6666666666667, 1940.0)",test_image_1.png
157,11.720850816141239,"(1616.6666666666667, 1891.0)",test_image_1.png
158,24.853941337927736,"(1629.0526315789473, 2194.4210526315787)",test_image_1.png
159,22.143026936856597,"(1643.0, 2395.2)",test_image_1.png
160,14.951691475495565,"(1659.5454545454545, 2852.0)",test_image_1.png
161,5.23606797749979,"(1666.0, 2129.5)",test_image_1.png
162,10.329438944177951,"(1680.0, 1001.3333333333334)",test_image_1.png
163,32.84024497016039,"(1697.0, 2292.48)",test_image_1.png
164,68.67587601985508,"(1713.75, 2309.3166666666666)",test_image_1.png
165,26.655040585675554,"(1697.9565217391305, 2393.0)",test_image_1.png
166,41.42266459488973,"(1740.6666666666667, 1849.1666666666667)",test_image_1.png
167,49.84116771482533,"(1772.0, 2309.951219512195)",test_image_1.png
168,56.2811486629915,"(1800.5227272727273, 1728.4545454545455)",test_image_1.png
169,32.43040606124492,"(1835.0, 2191.8387096774195)",test_image_1.png
170,23.349886746101355,"(1830.5, 2339.65)",test_image_1.png
171,13.595011271220512,"(1835.0, 2325.4545454545455)",test_image_1.png
172,5.23606797749979,"(1847.0, 2322.5)",test_image_1.png
173,81.70418246588841,"(1881.7631578947369, 1700.0657894736842)",test_image_1.png
174,6.107530892134367,"(1850.0, 3504.0)",test_image_1.png
175,5.77331086475517,"(1851.0, 1935.2)",test_image_1.png
176,38.142244798965976,"(1878.5714285714287, 1937.2)",test_image_1.png
177,5.23606797749979,"(1864.5, 2320.0)",test_image_1.png
178,4.82842712474619,"(1869.5, 805.5)",test_image_1.png
179,4.680205767201096,"(1871.75, 2196.5)",test_image_1.png
180,36.73345894387212,"(1895.0, 2199.294117647059)",test_image_1.png
181,13.918994274246492,"(1890.5, 806.6666666666666)",test_image_1.png
182,4.82842712474619,"(1917.5, 808.5)",test_image_1.png
183,31.188258602991112,"(1929.04, 2305.04)",test_image_1.png
184,18.370093065333045,"(1927.6666666666667, 2200.095238095238)",test_image_1.png
185,12.701789186552144,"(1938.0, 1944.0)",test_image_1.png
186,31.479049911706365,"(1940.9130434782608, 2408.0)",test_image_1.png
187,24.096647565790732,"(1963.4375, 1516.5)",test_image_1.png
188,42.55443665470098,"(1984.686274509804, 2112.9607843137255)",test_image_1.png
189,9.376834709227069,"(1971.0, 2130.8571428571427)",test_image_1.png
190,191.51442287637198,"(2054.5, 1366.13125)",test_image_1.png
191,16.171102908863908,"(2008.0, 1098.6923076923076)",test_image_1.png
192,4.680205767201096,"(2025.75, 1087.5)",test_image_1.png
193,43.25624783715372,"(2052.279069767442, 2120.4651162790697)",test_image_1.png
194,14.305371691780465,"(2040.7, 1544.9)",test_image_1.png
195,4.618802153517006,"(2097.0, 3303.0)",test_image_1.png
196,32.4177084367879,"(2156.0, 1341.962962962963)",test_image_1.png
197,39.343635641430104,"(2319.0555555555557, 1975.4166666666667)",test_image_1.png
198,16.494746507530046,"(2311.2, 2865.9333333333334)",test_image_1.png
199,28.762994047885165,"(2323.55, 3314.8)",test_image_1.png
200,16.803147596079718,"(2335.0, 2728.3636363636365)",test_image_1.png
201,65.0528621758882,"(2566.3617021276596, 1482.0)",test_image_1.png
202,89.88375285788827,"(2569.523076923077, 1569.0)",test_image_1.png
203,6.324555320336759,"(2608.5, 3191.5)",test_image_1.png
204,5.23606797749979,"(2616.0, 1390.5)",test_image_1.png
205,13.870862948010275,"(2619.4, 3181.9)",test_image_1.png
206,4.680205767201096,"(2617.75, 2553.5)",test_image_1.png
207,54.27240266734303,"(2650.0, 1386.063829787234)",test_image_1.png
208,5.495947704432125,"(2671.25, 1443.5)",test_image_1.png
209,30.90071894256897,"(2686.0434782608695, 1572.8260869565217)",test_image_1.png
210,38.262442276480535,"(2709.962962962963, 800.1851851851852)",test_image_1.png
211,4.680205767201096,"(2700.25, 1555.5)",test_image_1.png
212,17.12795531552313,"(2708.75, 1424.5)",test_image_1.png
213,23.524343370718125,"(2726.9411764705883, 1547.0)",test_image_1.png
214,7.990582326372801,"(2722.8333333333335, 1817.5)",test_image_1.png
215,21.13319118542825,"(2743.0, 1931.5)",test_image_1.png
216,27.333542065616964,"(2762.478260869565, 1745.0)",test_image_1.png
217,14.217608404889962,"(2767.0, 2992.5454545454545)",test_image_1.png
218,9.027462033568737,"(2770.3333333333335, 1723.5)",test_image_1.png
219,3.265986323710904,"(2797.0, 900.0)",test_image_1.png
220,15.184436410513777,"(2805.4615384615386, 1037.0)",test_image_1.png
221,81.46164553958465,"(2815.4142857142856, 1091.5)",test_image_1.png
222,21.840804213245693,"(2813.5882352941176, 1953.0)",test_image_1.png
223,11.543553134542654,"(2813.2, 1870.5)",test_image_1.png
224,8.128920462470084,"(2814.714285714286, 1992.0)",test_image_1.png
225,18.454768050503503,"(2814.875, 2047.5)",test_image_1.png
226,53.122971342553456,"(2817.804347826087, 1152.5)",test_image_1.png
227,38.089663639595415,"(2816.939393939394, 1343.0)",test_image_1.png
228,20.763852015830814,"(2816.8888888888887, 1449.5)",test_image_1.png
1,1669.8357972879373,"(242.52248704663214, 727.5409326424871)",test_image_10.png
1,1675.2862286825884,"(244.5432228283676, 738.6005035669324)",test_image_11.png
1,41.449506554987344,"(74.0, 1849.0)",test_image_12.png
2,11.621826582312327,"(72.9, 2399.5)",test_image_12.png
3,7.521916547924766,"(81.0, 978.5)",test_image_12.png
4,30.00034514857256,"(96.5, 3190.5384615384614)",test_image_12.png
5,34.504001963376595,"(93.42857142857143, 940.5)",test_image_12.png
6,4.680205767201096,"(101.75, 920.5)",test_image_12.png
7,5.23606797749979,"(109.5, 3201.0)",test_image_12.png
8,62.409333295338726,"(134.5, 3227.185185185185)",test_image_12.png
9,8.046667370327889,"(148.0, 3194.1428571428573)",test_image_12.png
10,23.123360156134424,"(173.7, 3188.5)",test_image_12.png
11,7.112980317297545,"(173.5, 3228.0)",test_image_12.png
12,5.77331086475517,"(486.8, 3490.0)",test_image_12.png
13,30.00281101925449,"(520.5, 3490.846153846154)",test_image_12.png
14,14.9940950788119,"(519.0, 748.8461538461538)",test_image_12.png
15,3.677088528342677,"(548.3333333333334, 748.0)",test_image_12.png
16,4.82842712474619,"(550.5, 3490.5)",test_image_12.png
17,5.77331086475517,"(558.8, 3490.0)",test_image_12.png
18,11.612732628926379,"(575.5, 3490.8)",test_image_12.png
19,2.0,"(590.0, 2156.5)",test_image_12.png
20,1505.5584948821481,"(1119.8781538461537, 2095.203692307692)",test_image_12.png
21,321.0046778948167,"(755.5, 747.9352517985611)",test_image_12.png
22,33.46837561158275,"(640.0, 3490.7241379310344)",test_image_12.png
23,386.76819894102147,"(814.3232628398791, 2233.1570996978853)",test_image_12.png
24,69.32037201971188,"(700.1803278688525, 1575.1147540983607)",test_image_12.png
25,764.3757267246667,"(1003.7268722466961, 1076.2217327459618)",test_image_12.png
26,1734.169441990826,"(1268.8629737609328, 2626.611273080661)",test_image_12.png
27,1559.240794117498,"(1186.9613699721226, 3118.857825567503)",test_image_12.png
28,11.82398330816238,"(729.0, 1516.4444444444443)",test_image_12.png
29,179.08456798483837,"(799.505376344086, 1496.4695340501792)",test_image_12.png
30,66.34103019328775,"(787.0, 1178.5636363636363)",test_image_12.png
31,1493.575617752747,"(1320.625504032258, 1477.508064516129)",test_image_12.png
32,13.84933190843442,"(833.5, 3492.0)",test_image_12.png
33,2.0,"(830.0, 2187.5)",test_image_12.png
34,78.3971399958101,"(863.0, 2212.490909090909)",test_image_12.png
35,9.29404326441588,"(853.5, 3492.0)",test_image_12.png
36,15.4269559117009,"(904.0, 2551.4615384615386)",test_image_12.png
37,17.285992316034317,"(913.0, 747.4)",test_image_12.png
38,4.82842712474619,"(909.5, 3505.5)",test_image_12.png
39,22.271383920113156,"(929.0, 2547.75)",test_image_12.png
40,39.24977226975193,"(957.5, 747.7941176470588)",test_image_12.png
41,5.77331086475517,"(952.8, 2550.0)",test_image_12.png
42,18.479711131456536,"(1005.5, 747.5625)",test_image_12.png
43,17.389192643329537,"(1043.0, 748.4666666666667)",test_image_12.png
44,5.23606797749979,"(1070.0, 747.5)",test_image_12.png
45,6.623160316948245,"(1094.0, 3493.0)",test_image_12.png
46,3.677088528342677,"(1174.3333333333333, 1432.0)",test_image_12.png
47,4.82842712474619,"(1178.5, 3231.5)",test_image_12.png
48,5.688502275733785,"(1190.0, 3232.4)",test_image_12.png
49,12.701789186552144,"(1260.0, 3494.0)",test_image_12.png
50,6.107530892134367,"(1282.0, 3506.0)",test_image_12.png
51,5.23606797749979,"(1298.0, 3090.5)",test_image_12.png
52,6.902544862248761,"(1326.8333333333333, 3102.5)",test_image_12.png
53,5.656854249492381,"(1343.0, 3106.6)",test_image_12.png
54,135.07640931413846,"(1403.990990990991, 976.2162162162163)",test_image_12.png
55,35.787590214867414,"(1511.0, 749.3870967741935)",test_image_12.png
56,41.5548694756687,"(1513.5, 3494.3888888888887)",test_image_12.png
57,11.593438400313664,"(1540.5, 749.8)",test_image_12.png
58,4.680205767201096,"(1608.5, 3493.75)",test_image_12.png
59,107.38340628401316,"(1654.0, 750.6666666666666)",test_image_12.png
60,4.618802153517006,"(1623.0, 3494.0)",test_image_12.png
61,5.23606797749979,"(1692.0, 892.5)",test_image_12.png
62,88.71457248158727,"(1732.657894736842, 874.9473684210526)",test_image_12.png
63,5.495947704432125,"(1701.75, 3494.5)",test_image_12.png
64,64.30642646722632,"(1805.5192307692307, 848.5)",test_image_12.png
65,4.618802153517006,"(1861.0, 2060.0)",test_image_12.png
66,11.807888034311603,"(1864.5, 1758.0)",test_image_12.png
67,159.722936593564,"(1930.0, 824.6642335766423)",test_image_12.png
68,125.41954790406672,"(1915.5, 2033.0833333333333)",test_image_12.png
69,12.950057958138661,"(2043.0, 3494.3636363636365)",test_image_12.png
70,45.213727293736206,"(2293.659574468085, 3448.978723404255)",test_image_12.png
71,3.677088528342677,"(2604.3333333333335, 1505.0)",test_image_12.png
72,50.57160461170156,"(2648.5, 1380.840909090909)",test_image_12.png
73,48.28966533310089,"(2649.6046511627906, 1435.6976744186047)",test_image_12.png
74,27.819982472533557,"(2641.173076923077, 1512.2692307692307)",test_image_12.png
75,3.265986323710904,"(2632.0, 3291.3333333333335)",test_image_12.png
76,10.341017828563368,"(2636.0, 1444.888888888889)",test_image_12.png
77,3.677088528342677,"(2633.3333333333335, 3093.0)",test_image_12.png
78,6.902544862248761,"(2645.8333333333335, 3292.5)",test_image_12.png
79,5.495947704432125,"(2691.25, 1556.5)",test_image_12.png
80,11.313708498984761,"(2697.0, 3295.0)",test_image_12.png
81,41.827849062802265,"(2708.896551724138, 802.2413793103449)",test_image_12.png
82,12.641739574353421,"(2699.8888888888887, 1416.0)",test_image_12.png
83,12.756930687058261,"(2720.5, 1540.5)",test_image_12.png
84,11.555606430043813,"(2735.222222222222, 1923.0)",test_image_12.png
85,17.25689473705853,"(2753.214285714286, 1734.5)",test_image_12.png
86,6.867632823439616,"(2768.3333333333335, 1650.6666666666667)",test_image_12.png
87,44.97141580514447,"(2802.9117647058824, 1947.5)",test_image_12.png
88,3.677088528342677,"(2800.6666666666665, 1714.0)",test_image_12.png
89,69.3316369563037,"(2813.016666666667, 2393.5)",test_image_12.png
90,4.82842712474619,"(2818.5, 2431.5)",test_image_12.png
1,1675.4283571992983,"(239.875, 725.5489754098361)",test_image_13.png
1,1697.6861965378844,"(246.43819991704686, 724.7391124014931)",test_image_14.png
1,37.620584278313025,"(74.09375, 1846.5)",test_image_15.png
2,16.30976165866952,"(73.21428571428571, 1025.5)",test_image_15.png
3,10.502522091721254,"(73.11111111111111, 1057.0)",test_image_15.png
4,15.076111636743564,"(83.25, 973.5)",test_image_15.png
5,24.136764421955167,"(88.58823529411765, 2957.0)",test_image_15.png
6,12.701789186552144,"(92.0, 3129.0)",test_image_15.png
7,4.82842712474619,"(88.5, 3328.5)",test_image_15.png
8,44.590535600041186,"(94.97222222222223, 936.5)",test_image_15.png
9,46.22631828681883,"(112.5, 3186.775)",test_image_15.png
10,4.618802153517006,"(96.0, 3344.0)",test_image_15.png
11,25.455506117847563,"(115.5, 3131.9545454545455)",test_image_15.png
12,118.99967088703958,"(157.0, 962.4077669902913)",test_image_15.png
13,65.42035832392598,"(151.0, 3239.754098360656)",test_image_15.png
14,4.618802153517006,"(138.0, 3134.0)",test_image_15.png
15,0.0,"(166.0, 3185.0)",test_image_15.png
16,39.49527423635225,"(193.0, 918.4242424242424)",test_image_15.png
17,10.204875960089662,"(189.0, 3239.0)",test_image_15.png
18,44.34292530923867,"(213.97142857142856, 3111.057142857143)",test_image_15.png
19,22.281283809221176,"(285.9166666666667, 961.7083333333334)",test_image_15.png
20,4.82842712474619,"(304.5, 962.5)",test_image_15.png
21,17.282086097188536,"(410.0, 2145.866666666667)",test_image_15.png
22,4.618802153517006,"(433.0, 2150.0)",test_image_15.png
23,23.1292099829187,"(458.5, 2156.65)",test_image_15.png
24,1145.1973723674025,"(895.7220602526725, 2578.0991253644315)",test_image_15.png
25,9.764380993950335,"(481.5, 1638.5)",test_image_15.png
26,8.18609567683801,"(484.0, 3310.0)",test_image_15.png
27,160.31022346196193,"(559.3782051282051, 2140.528846153846)",test_image_15.png
28,1147.5680672932533,"(905.1460885956644, 3126.5909519321394)",test_image_15.png
29,1097.0224816923292,"(863.6018054162488, 1643.1955867602808)",test_image_15.png
30,1024.869083708943,"(921.6348837209302, 1098.2333333333333)",test_image_15.png
31,15.039767551620729,"(535.5, 3270.0)",test_image_15.png
32,365.40040231671844,"(676.0374531835206, 1239.430711610487)",test_image_15.png
33,3.265986323710904,"(574.0, 3500.0)",test_image_15.png
34,806.5554880609379,"(1016.5, 2136.4541547277936)",test_image_15.png
35,122.39516061614897,"(770.5, 3502.2075471698113)",test_image_15.png
36,4.680205767201096,"(810.25, 3474.5)",test_image_15.png
37,33.61114430422311,"(869.2083333333334, 1787.5)",test_image_15.png
38,6.0554603790185855,"(895.8, 1797.6)",test_image_15.png
39,127.969618956071,"(952.2068965517242, 3502.896551724138)",test_image_15.png
40,4.82842712474619,"(905.5, 1798.5)",test_image_15.png
41,29.15654393829957,"(927.9545454545455, 1763.5)",test_image_15.png
42,3.677088528342677,"(919.3333333333334, 795.0)",test_image_15.png
43,3.265986323710904,"(921.0, 1802.0)",test_image_15.png
44,4.680205767201096,"(927.75, 1808.5)",test_image_15.png
45,29.534326862865267,"(948.741935483871, 794.8387096774194)",test_image_15.png
46,3.677088528342677,"(941.3333333333334, 1816.0)",test_image_15.png
47,112.69390080717638,"(991.0632911392405, 1711.8227848101267)",test_image_15.png
48,19.167706621392085,"(964.5833333333334, 1827.5)",test_image_15.png
49,5.77331086475517,"(970.8, 794.0)",test_image_15.png
50,55.70843648944957,"(1003.9767441860465, 1641.0697674418604)",test_image_15.png
